epoch,train_loss,val_loss,IoU,mAP,precision,recall,F1_score,FPS,params,model_size_mb
1,24.95835930633545,14.402693581581115,0.47468135,0.47468072984676796,0.522890625,1.0,0.6867080490432463,288.91439071885793,0.0001999229037011687,12651972,48.26344299316406
