epoch,train_loss,val_loss,IoU,mAP,precision,recall,F1_score,FPS
1,7.402322184081481,5.644337974116602,0.6987509379429067,0.6987509379429067,0.9482262279108906,1.0,0.973425174475437,206.4864465908827
2,3.7256653356073106,3.672528531717739,0.8140555905985469,0.8140555905985469,0.9724744231365428,1.0,0.9860451539748296,196.6234916028474
3,3.093053573876286,3.043342572300729,0.8420568125217999,0.8420568125217999,0.9782319854732273,1.0,0.9889962275978642,215.26478496629903
4,2.731944811192558,3.1132860162179603,0.8328730028883662,0.8328730028883662,0.9790070419416271,1.0,0.9893921761704413,215.7583742597897
5,2.457633590276826,2.7556201150305,0.8437140776243166,0.8437140776243166,0.9808228885247354,1.0,0.9903186137506987,216.61421150495346
6,2.2438265116538547,2.8579522764855905,0.8366600847807524,0.8366600847807524,0.9811550555826211,1.0,0.9904879002962053,217.57290250399075
7,2.0752600783279442,2.7338687541676547,0.8394492963661078,0.8394492963661078,0.9824394348731121,1.0,0.9911419411771277,218.28476191476622
8,1.9282934368748146,2.6317766599101122,0.8462890386078349,0.8462890386078349,0.9824172904025865,1.0,0.9911306717901746,219.0308145969354
